LG_ST_Code,State,LG_DT_Code,District,Pincode,RegistrationDate,EnterpriseName,CommunicationAddress,Activities
15,MIZORAM,263,KOLASIB,796081.0,15/11/2023,Jonathan Furniture Works,"102, Kawnveng, Kawnveng, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""16291"",""Description"":""Manufacture of wooden industrial goods""}]"
15,MIZORAM,263,KOLASIB,796081.0,09/01/2024,Hmar Arsi Paints,"92, Hmar Arsi, Diakkawn Square, Kolasib, 92, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
15,MIZORAM,263,KOLASIB,796081.0,25/01/2024,Avis Tailoring,"Hno.51, Venglai II, Venglai II, Hno.51, Kolasib, Kolasib","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""},{""NIC5DigitId"":""14105"",""Description"":""Custom tailoring""}]"
15,MIZORAM,263,KOLASIB,796101.0,28/07/2023,GEORGI RESTAURANT,"H.NO.121, LALREMSANGA BUILDING, VENGLAI, H.NO.121, BILKHAWTHLIR, VAIRENGTE","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""}]"
15,MIZORAM,263,KOLASIB,796014.0,01/12/2023,MALSAWMTLUANGA STORE,"B-136, c/o LALNUNZIRI ZOTE, VENGLAI, B-136, THINGDAWL RD, AIZAWL","[{""NIC5DigitId"":""43900"",""Description"":""Other specialized construction activities""}]"
15,MIZORAM,263,KOLASIB,796081.0,01/02/2024,Nunziri Store,"23, Project Veng, Project Veng, 23, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""10103"",""Description"":""Pork-slaughtering, preparation""}]"
15,MIZORAM,263,KOLASIB,796091.0,07/10/2023,LH ENTERPRISE,"115, KAWN VENG, NH-06, 115, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""77100"",""Description"":""Renting and leasing of motor vehicles""}]"
15,MIZORAM,263,KOLASIB,796081.0,09/02/2024,Lilyi Store,"136, MHIP Premises, Kualmawi, 136, Kolasib, Kolasib","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
15,MIZORAM,263,KOLASIB,796081.0,23/11/2023,LALMALSAWMI,"ELECTRIC VENG, ELECTRIC COMPLEX, NEAR ELECTRIC OFFICE, ELECTRIC VENG, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""56103"",""Description"":""Ice cream mobile vendors, mobile food carts""}]"
15,MIZORAM,263,KOLASIB,796001.0,23/11/2023,MP VARIETY STORE,"21, RCC, HMARVENG, 21, KOLASIB, MIZORAM","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
15,MIZORAM,263,KOLASIB,796081.0,25/10/2021,Lucy Store,"1ST Floor, LALPIANHUNA BUILDING, RENGTEKAWN, 1ST Floor, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""47214"",""Description"":""Retail sale of bakery products, dairy products and eggs""}]"
15,MIZORAM,263,KOLASIB,796081.0,17/09/2021,Chawngthu Store,"Ground Floor, Venglai, st johns peng, Ground Floor, bilkhawthlir, kolasib","[{""NIC5DigitId"":""82192"",""Description"":""Document preparation, typing, word processing and desktop publishing sevices""}]"
15,MIZORAM,263,KOLASIB,796081,09/05/2024,MALI VARIETY STORE,"102, Venglai, Venglai, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47219"",""Description"":""Retail sale of other food products n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,09/05/2024,Mawii Enterprise,"Bazar, Muana Building, Bazar Road, Bazar, 2nd Block, Kolasib","[{""NIC5DigitId"":""32909"",""Description"":""Manufacture of other articles n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081,13/06/2024,VAN LAL VERNICI,"75, PC PACHHUNGA BUILDING, NEAR P/S -V, 75, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""46634"",""Description"":""Wholesale of paints, varnishes, and lacquers""}]"
15,MIZORAM,263,KOLASIB,796081,08/05/2024,Thari Grocers,"102, Rengtekawn, Rengtekawn, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""10306"",""Description"":""Manufacture of pickles, chutney etc.""}]"
15,MIZORAM,263,KOLASIB,796075,08/05/2024,VARTE ENTERPRISE,"26, VANLALNGHAKA, NEAR UPC CHURCH, 26, THINGDAWL RD BLOCK, KOLASIB","[{""NIC5DigitId"":""10795"",""Description"":""Grinding and processing of spices""}]"
15,MIZORAM,263,KOLASIB,796070,08/05/2024,Tluangi,"Thlanmual road, Near Upc nei church, Thlanmual hlui road, Thlanmual road, Kawnpui, Kolasib","[{""NIC5DigitId"":""55902"",""Description"":""Worker hostels and boarding houses""},{""NIC5DigitId"":""96020"",""Description"":""Hairdressing and other beauty treatment""}]"
15,MIZORAM,263,KOLASIB,796091.0,11/11/2023,MP Store,"120, PCI Premises, Dawr veng, 120, Kolasib, Kolasib","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,19/02/2022,Liantluang Computer Service and Sales,"VLC-17B, Hmingmawia Building, Venglai, Bazar Road, VLC-17B, Thingdawl RD Block, Kolasib","[{""NIC5DigitId"":""95111"",""Description"":""Repair and maintenance of computer and peripheral equipment""}]"
15,MIZORAM,263,KOLASIB,796081,22/02/2024,SANGTEI TAILORING,"102, Vengthar, Kolasib, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""32300"",""Description"":""Manufacture of sports goods""}]"
15,MIZORAM,263,KOLASIB,796081.0,09/02/2024,Rempuii Drug Store,"102, Vengthar, Vengthar, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""21001"",""Description"":""Manufacture of medicinal substances used in the manufacture of pharmaceuticals: antibiotics, endocrine products, basic vitamins; opium derivatives; sulpha drugs; serums and plasmas; salicylic acid, its salts and esters; glycosides and vegetable alkaloids; chemically pure suger etc.""}]"
15,MIZORAM,263,KOLASIB,796014.0,01/02/2024,Laltanpuia,"45, Zanlawn, Bazar veng, 45, Kawnpui, Kolasib","[{""NIC5DigitId"":""49224"",""Description"":""Taxi operation""}]"
15,MIZORAM,263,KOLASIB,796081.0,11/11/2023,RC COLLECTION (PROP.P.C ZOTHANSANGA),"3, P.C ZOTHANSANGA, KOLASIB, 3, 1, KOLASIB","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,23/02/2024,Rozuala Store,"56, Tlangnuam veng, Tlangnuam Veng, 56, N Thingdawl, Thingdawl","[{""NIC5DigitId"":""10793"",""Description"":""Processing of edible nuts""}]"
15,MIZORAM,263,KOLASIB,796081,15/12/2023,P.C.VANLALREMA,"VENGTHAR, SALVATION COMPLEX, HMARVENG, VENGTHAR, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""96092"",""Description"":""Pet care services such as boarding, grooming and training pets etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,02/03/2024,Kim Kim Medical Store,"H.No.107, GS Paumanga (L) Building, Below Hebron PCI, H.No.107, Bilkhawthlir Rd Block, Kolasib","[{""NIC5DigitId"":""47721"",""Description"":""Retail sale of pharmaceuticals, medical and orthopaedic goods and toilet articles""}]"
15,MIZORAM,263,KOLASIB,796101,05/03/2024,Sunga Enterpertise,"1, Chhim Veng, Chhim Veng, 1, Bilkhawthlir, Vairengte","[{""NIC5DigitId"":""96098"",""Description"":""General household maintenance activities like grooming of the floor, dusting, cleaning of utensils etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,30/10/2023,Ethaniel Tea stall,"Khuangpuilam, Khuangpuilam, Khuangpuilam, Khuangpuilam, Thingdawl, Kolasib","[{""NIC5DigitId"":""56102"",""Description"":""Cafeterias, fast-food restaurants and other food preparation in market stalls""}]"
15,MIZORAM,263,KOLASIB,796081,01/07/2024,JOHN LALBIAKTLUANGA,"235, Diakkawn, Diakkawn, 235, Kolasib, Kolasib","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""}]"
15,MIZORAM,263,KOLASIB,796081.0,30/11/2023,LALTHLAMUANI,"HMARVENG, ZALIANTHANGA, NEAR PCI, HMARVENG, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""08106"",""Description"":""Operation of sand or gravel pits, basalt \/ porphyry, clay (ordinary), crushing and breaking of stone for use as a flux or raw material in lime or cement, manufacture or as building material, road metal or ballast and other materials for construction""}]"
15,MIZORAM,263,KOLASIB,796310.0,21/06/2023,S & D ELECTRONIC REPAIRING WORKSHOP,"S/O THANGLIANKHAIA, 0, NH54, S/O THANGLIANKHAIA, SADAR BLOCK KOLASIB, KOLASIB","[{""NIC5DigitId"":""95120"",""Description"":""Repair of communication equipment""},{""NIC5DigitId"":""46524"",""Description"":""Wholesale of telephone, mobile phone and communications equipment and parts""}]"
15,MIZORAM,263,KOLASIB,796101.0,06/03/2022,bakery,"vairengte, vairengte, vairengte, vairengte, vairengte, vairengte","[{""NIC5DigitId"":""10712"",""Description"":""Manufacture of biscuits, cakes, pastries, rusks etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,18/03/2024,Chawngthu Quarry,"Tuithaveng No.10, Tuithaveng, Groundfloor, Tuithaveng, Silchar road, Tuithaveng No.10, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""05103"",""Description"":""Cleaning, sizing, grading, pulverizing, compressing etc of coal""}]"
15,MIZORAM,263,KOLASIB,796091,13/05/2024,LS Variety Store,"01, Venghlun, Venghlun, 01, Bilkhawthlir, Buhchangphai","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
15,MIZORAM,263,KOLASIB,796081,13/05/2024,Leilawn,"Leilawn, Ground Floor, CZS Road, Leilawn, 2nd Block, Kolasib","[{""NIC5DigitId"":""90009"",""Description"":""Other creative arts and and entertainment activities""}]"
15,MIZORAM,263,KOLASIB,796081.0,19/03/2022,CHAWNGTHU BUSINESS,"H. NO-61, DIAKKAWN, VENGLAI ROAD, H. NO-61, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""59112"",""Description"":""Video production""},{""NIC5DigitId"":""59201"",""Description"":""Activities of sound recording in studio or elsewhere""},{""NIC5DigitId"":""74201"",""Description"":""Commercial and consumer photograph production""},{""NIC5DigitId"":""74909"",""Description"":""Other professional, scientific and technical activities n.e.c.""},{""NIC5DigitId"":""45101"",""Description"":""Wholesale and retail sale of new vehicles (passenger motor vehicles, ambulances, minibuses, jeeps, trucks, trailers and semi-trailers)""}]"
15,MIZORAM,263,KOLASIB,796081.0,24/11/2022,LALNUNZOVI EICHAWP DAWR,"Rengtekawn, Rengtekawn, Rengtekawn, Rengtekawn, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""46309"",""Description"":""Wholesale of other basic\/manufactured food stuffs n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796101.0,17/10/2022,Hrahsel Enterprise,"1, Chhim Veng, Chhim Veng, 1, Bilkhawthlir, Vairengte","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
15,MIZORAM,263,KOLASIB,796081.0,02/02/2022,Kimi 99-+,"Hno 75, Diakkawn, Diakkawn, Hno 75, Thingdawl, Kolasib","[{""NIC5DigitId"":""46419"",""Description"":""Wholesale of other clothing items n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,10/01/2024,Malsawmi Store,"123, Venglai, Venglai, 123, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""45200"",""Description"":""Maintenance and repair of motor vehicles""}]"
15,MIZORAM,263,KOLASIB,796081.0,11/01/2024,E N F Tea Stall,"1, Diakkawn Bazar, Bazar, 1, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""56102"",""Description"":""Cafeterias, fast-food restaurants and other food preparation in market stalls""}]"
15,MIZORAM,263,KOLASIB,796014.0,10/01/2024,ZOTEI STORE,"C-146, THANGDAILOVA BUILDING, HMARVENG, C-146, THINGDAWL RD, AIZAWL","[{""NIC5DigitId"":""47190"",""Description"":""Other retail sale in non-specialized stores""}]"
15,MIZORAM,263,KOLASIB,796091,04/06/2024,LALRINMAWII,"DAWRVENG, R. SANGCHHUNGA, NEAR YMA PARK, DAWRVENG, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""56104"",""Description"":""Restaurant and bar activities connected to transportation, when carried out by separate units""}]"
15,MIZORAM,263,KOLASIB,796081.0,26/10/2023,Grocery Shop,"Hmar veng, Hmar veng, Hmar veng, Hmar veng, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""46309"",""Description"":""Wholesale of other basic\/manufactured food stuffs n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,07/12/2023,VLR COLLECTION,"C-114, PI MAWII BUILDING, DIAKKAWN, C-114, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""47594"",""Description"":""Retail sale of refrigerators, washing machines and other electrical\/electronic household goods""}]"
15,MIZORAM,263,KOLASIB,796081.0,03/02/2022,TS FURNITURES,"H.No-208, KAWNGHNUAI, TUMPUI KAWNGHNUAI, H.No-208, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""31001"",""Description"":""Manufacture of furniture made of wood""}]"
15,MIZORAM,263,KOLASIB,796081.0,27/04/2022,PC LALRUATFELI,"74, LALTHANGLURA BUILDING, HELIPAD VENG, 74, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""56303"",""Description"":""Fruit juice bars""}]"
15,MIZORAM,263,KOLASIB,796081.0,11/11/2021,Muani Vegs,"Venglai, Venglai Bazar, Venglai, Venglai, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
15,MIZORAM,263,KOLASIB,796081.0,28/09/2022,JENNY ENTERPRISE,"TUMPUI, BANGLAKAWN, BANGLAKAWN BAZAAR, TUMPUI, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""47522"",""Description"":""Retail sale of hardware including paints, varnishes and lacquers and do - it - yourself materials and equipments""}]"
15,MIZORAM,263,KOLASIB,796410.0,26/07/2023,SUNRISE FOOD INDUSTRY,"Khamrang, Mega Food Park, Khamrang, Khamrang, Kolasib, Kolasib District","[{""NIC5DigitId"":""11043"",""Description"":""Manufacture of mineral water""}]"
15,MIZORAM,263,KOLASIB,796081.0,10/10/2023,HRIATI VARIETY STORE,"Thingdawl, Thingdawl, Thingdawl, Thingdawl, Thingdawl, Kolasib","[{""NIC5DigitId"":""46309"",""Description"":""Wholesale of other basic\/manufactured food stuffs n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,06/11/2023,Anggie Grocery Store,"24, Tumpui, Tumpui, 24, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47219"",""Description"":""Retail sale of other food products n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,05/09/2023,RINPUII STORE,"103, Lalrinfela Building, Silchar Road, 103, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""14105"",""Description"":""Custom tailoring""}]"
15,MIZORAM,263,KOLASIB,796101.0,26/04/2023,Penkhat Resaurant,"H.NO.110, Near Vety Office, ZALENVENG, H.NO.110, BILKHAWTHLIR, VAIRENGTE","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""}]"
15,MIZORAM,263,KOLASIB,796081.0,06/10/2023,ZOSANGPUII SCRAP COLLECTION,"1, DIAKKAWN, NURSERY VENG, 1, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""46699"",""Description"":""Wholesale of metal and non-metal waste and scrap n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,28/08/2023,Alice Collection,"Diakkawn, Diakkawn, Diakkawn, Diakkawn, Thingdawl, Kolasib","[{""NIC5DigitId"":""47640"",""Description"":""Retail sale of games and toys in specialized stores""},{""NIC5DigitId"":""14105"",""Description"":""Custom tailoring""}]"
15,MIZORAM,263,KOLASIB,796081.0,27/06/2021,MS COLEX,"58, DIAKKAWN, DIAKKAWN, 58, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""73100"",""Description"":""Advertising""}]"
15,MIZORAM,263,KOLASIB,796091.0,23/11/2023,ARR-ELL Store,"1/1, ARR-ELL Store, Kawn Veg, 1/1, Bilkhawthlir, Bilkhawthlir","[{""NIC5DigitId"":""47592"",""Description"":""Retail sale of household utensils and cutlery, crockery, glassware, china and pottery""},{""NIC5DigitId"":""47593"",""Description"":""Retail sale of gas stoves, cooking\/kitchen appliances""},{""NIC5DigitId"":""47890"",""Description"":""Retail sale via stalls and markets of other goods""}]"
15,MIZORAM,263,KOLASIB,796089.0,21/11/2021,SANGA PANHNAH DAWR,"1st Floor, DIAKKAWN BAZAAR, DIAKKAWN, 1st Floor, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""47110"",""Description"":""Retail sale in non-specialized stores with food, beverages or tobacco predominating""}]"
15,MIZORAM,263,KOLASIB,796081.0,30/08/2023,RALTE FOSTINA VARIETY STORE,"BANGLAKAWN, ROHMINGTHANGA, HMARVENG, BANGLAKAWN, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""56292"",""Description"":""Operation of canteens or (e.g. for factories, offices, hospitals or schools) on a concession basis""}]"
15,MIZORAM,263,KOLASIB,796081.0,20/01/2022,GANGGAM CHOOSE & PICK,"102, Diakkawn, Diakkawn, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47732"",""Description"":""Retail sale of watches and clocks""}]"
15,MIZORAM,263,KOLASIB,796101.0,07/09/2023,EBENEZER,"108, Hall veng, Hall veng, 108, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47219"",""Description"":""Retail sale of other food products n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,28/02/2023,Rinawmi Tea stall,"Tumpui, Lalchhandama Building, Tumpui, Tumpui, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
15,MIZORAM,263,KOLASIB,796081.0,20/11/2022,ZOTEA PHOTOGRAPHY,"NA, NA, NA, NA, NA, KOLASIB","[{""NIC5DigitId"":""96094"",""Description"":""Coin-operated personal service machines such as photo booths, weighing machines, blood pressure checking machines etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,30/11/2023,Amy Store,"33, Diakkawn, Diakkawn, 33, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""96091"",""Description"":""Social activities such as escort services, marriage bureaus""}]"
15,MIZORAM,263,KOLASIB,796081.0,18/10/2023,SS STORE,"Saihapui, Saihapui, Saihapui, Saihapui, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""46309"",""Description"":""Wholesale of other basic\/manufactured food stuffs n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,18/11/2023,SUSHILA CHHETRI,"RENGTEKAWN, KARNA BAHADUR, BAWKTLANG PENG ROAD, RENGTEKAWN, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""56101"",""Description"":""Restaurants without bars""}]"
15,MIZORAM,263,KOLASIB,796081.0,24/11/2022,Kolasib Mobile House,"Flat, Lalrohlua Aroa, Diakkawn Square, Flat, Thingdawl, Kolasib","[{""NIC5DigitId"":""47414"",""Description"":""Retail sale of telecommunication equipment""}]"
15,MIZORAM,263,KOLASIB,796081.0,20/03/2024,R.Lalchhanchhuahi,"T-27, Lalbiaki Building, Hermon Street, T-27, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""96097"",""Description"":""Activities of aaya, dhai, governess, baby sitter etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,04/12/2023,ZAKARIA FURNITURE WORK,"NA, NA, BAIRABI ROAD, NA, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""16229"",""Description"":""Manufacture of builders' carpentry and joinery n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,28/02/2024,Manghaki Store,"H.No.51, Pi Rawnpuii Building, near DTO Office, H.No.51, Bilkhawthlir RD Block, Kolasib","[{""NIC5DigitId"":""47211"",""Description"":""Retail sale of cereals and pulses, tea, coffee, spices and flour""}]"
15,MIZORAM,263,KOLASIB,796081.0,22/11/2023,M2 Variety Store,"128, Diakkawn, Diakkawn, 128, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""46304"",""Description"":""Wholesale of confectionery, bakery products and beverages other than intoxicants""}]"
15,MIZORAM,263,KOLASIB,796014.0,06/01/2024,R&R SPARE PARTS AND WORKSHOP,"C-31, R.LALHMACHHUANA, HMARVENG, C-31, THINGDAWL RD, AIZAWL","[{""NIC5DigitId"":""45402"",""Description"":""Wholesale or retail sale of parts and accessories of motorcycles, mopeds, scooters and three wheelers""}]"
15,MIZORAM,263,KOLASIB,796091.0,07/02/2024,LALROTHANGA TRANSPORTATION,"NA, NA, KOLASIB, NA, KOLASIB, KOLASIB","[{""NIC5DigitId"":""49229"",""Description"":""Other non urban passenger land transport n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,20/06/2023,E and S,"102, Diakkawn, Diakkawn, 102, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""10504"",""Description"":""Manufacture of cream, butter, cheese, curd, ghee, khoya etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,23/03/2021,MANGILA VARIETY STORE,"149, TUMPUI, TUMPUI, 149, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""73100"",""Description"":""Advertising""}]"
15,MIZORAM,263,KOLASIB,796081.0,03/08/2023,ZUALTEI COLLECTION,"Hmar veng, Hmar veng, Hmar veng, Hmar veng, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""46419"",""Description"":""Wholesale of other clothing items n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,14/07/2023,GANGGAM,"213, DIAKKAWN, DIAKKAWN, 213, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""27202"",""Description"":""Manufacture of electric accumulator incuding parts thereof (separators, containers, covers)""}]"
15,MIZORAM,263,KOLASIB,796091.0,30/10/2023,VLR MOTOR PART,"Bilkhawthlir, Bilkhawthlir, Bilkhawthlir, Bilkhawthlir, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""45300"",""Description"":""Sale of motor vehicle parts and accessories""}]"
15,MIZORAM,263,KOLASIB,796081.0,01/09/2023,PATEUX DELIGHT PATISSERIE,"Diakkawn, Diakkawn, Diakkawn, Diakkawn, Thingdawl, Kolasib","[{""NIC5DigitId"":""10712"",""Description"":""Manufacture of biscuits, cakes, pastries, rusks etc.""}]"
15,MIZORAM,263,KOLASIB,796081.0,01/09/2023,Hriati Steel Fabrication,"VL-43, KAPCHHUANA BUILDING, SILCHAR ROAD, VL-43, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""25996"",""Description"":""Manufacture of reinforced safes, vaults, strongroom doors, gates and metal goods for office use (other than office furniture) and other purposes""}]"
15,MIZORAM,263,KOLASIB,796101.0,14/06/2023,SIAMI STORE,"H.NO.55, SENI BUILDING, ZALENVENG, H.NO.55, BILKHAWTHLIR, VAIRENGTE","[{""NIC5DigitId"":""47711"",""Description"":""Retail sale of readymade garments, hosiery goods, other articles of clothing and clothing accessories such as gloves, ties, braces etc.""}]"
15,MIZORAM,263,KOLASIB,796082.0,08/06/2021,Zorin's Laboratory,"D-III/97, Mangthanga,Highwaystreet, Highwaystreet, D-III/97, D-III/97, Kolasib","[{""NIC5DigitId"":""56102"",""Description"":""Cafeterias, fast-food restaurants and other food preparation in market stalls""},{""NIC5DigitId"":""86904"",""Description"":""Activities of nurses, masseures, physiotherapists or other para-medical practitioners""}]"
15,MIZORAM,263,KOLASIB,796081.0,04/06/2021,JOSEPH VANLALSIAMA,"H.NO.77, PARI BUILDING, HELIPAD VENG, H.NO.77, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""16109"",""Description"":""Activities related to saw milling and planing of wood n.e.c.""},{""NIC5DigitId"":""16299"",""Description"":""Manufacture of other wood products n.e.c.""},{""NIC5DigitId"":""18121"",""Description"":""Book and other similar sheet binding on account of others""}]"
15,MIZORAM,263,KOLASIB,796081.0,20/04/2024,HNAMTE ENTERPRISE,"01, Venglai Bazar, Bazar, 01, Kolasib, Kolasib","[{""NIC5DigitId"":""47613"",""Description"":""Retail sale of stationery office supplies such as pens, pencils, paper etc.""},{""NIC5DigitId"":""82990"",""Description"":""Other business support service activities n.e.c.""}]"
15,MIZORAM,263,KOLASIB,796081.0,04/06/2021,AJONA ELECTRONIC,"139, COLLEGE VENG, COLLEGE VENG, 139, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""73100"",""Description"":""Advertising""}]"
15,MIZORAM,263,KOLASIB,796075.0,30/03/2024,K LALRINDIKA TRANSPORTATION,"NA, NA, KOLASIB, NA, KOLASIB, KOLASIB","[{""NIC5DigitId"":""49213"",""Description"":""Urban or suburban underground or elevated rillways""}]"
15,MIZORAM,263,KOLASIB,796101,15/04/2024,AWMPUIA PIG FARM,"TLANGNUAM, TLANGNUAM, TLANGNUAM, TLANGNUAM, BILKHAWTHLIR, AIZAWL","[{""NIC5DigitId"":""75000"",""Description"":""Veterinary activities""}]"
15,MIZORAM,263,KOLASIB,796081.0,21/04/2022,CHINZAH STORE,"SILCHAR ROAD, NEAR MIZOFED PETROL, VENGLAI EAST, SILCHAR ROAD, VENGLAI, KOLASIB","[{""NIC5DigitId"":""47990"",""Description"":""Other retail sale not in stores, stalls or markets""}]"
15,MIZORAM,263,KOLASIB,796081.0,07/07/2021,COMMON SERVICE CENTER,"FLAT NO.1, COMMON SERVICE CENTRE, S CHHIMLUANG ROAD, FLAT NO.1, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""58199"",""Description"":""Other publishing activities (including on-line) n.e.c.""},{""NIC5DigitId"":""62099"",""Description"":""Other information technology and computer service activities n.e.c""}]"
15,MIZORAM,263,KOLASIB,796081.0,24/03/2021,malsawm pvt ltd,"vl-30, Lalmalsawma Ngente, venglai bazar, vl-30, bilkhawthlir, Kolasib","[{""NIC5DigitId"":""32409"",""Description"":""Manufacture of other games and toys n.e.c""}]"
15,MIZORAM,263,KOLASIB,796070.0,09/12/2020,Ngaihtei Cane & Bamboo,"254, Hrangdailova Building, Chhimveng, 254, Thingdawl Block, Kawnpui","[{""NIC5DigitId"":""16294"",""Description"":""Manufacture of various articles made of bamboo, cane and grass""}]"
15,MIZORAM,263,KOLASIB,796081.0,31/03/2022,DARI STONE INDUSTRY,"31/12 OF RENGTETLANG, BAWKTLANG ROAD, BUILUM ROAD, 31/12 OF RENGTETLANG, BILKHAWTHLIR, KOLASIB","[{""NIC5DigitId"":""08109"",""Description"":""Mining of refractory non-clay minerals (andalusite, kyanite, sillimanite, dunite, diaspore magnesite, diaspore, magnesite)""}]"
15,MIZORAM,263,KOLASIB,796081.0,02/02/2023,LALTANPUII LUNCH DELIVERY,"Gosen veng, Gosen veng, Gosen veng, Gosen veng, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""56302"",""Description"":""Tea\/coffee shops""}]"
15,MIZORAM,263,KOLASIB,796081.0,16/12/2022,HAILEY EICHAWP DAWR,"Venglai, Venglai, Venglai, Venglai, Bilkhawthlir, Kolasib","[{""NIC5DigitId"":""46309"",""Description"":""Wholesale of other basic\/manufactured food stuffs n.e.c.""}]"
